log_id,log_date,log_name,field,areas,equipment_list,categories,hours,material_list,quantities,spray_volume,area_sprayed,area_sprayed_unit,purpose,method,plots,start,finish,wind_speed,wind_direction,temperature,weather_desc,notes,raw_notes
https://rothamstedfarm.farmos.net/log/1025,2020-05-13 00:00:00,Fertilised W Wheat with Nitram: OSIER WW/2006,OSIER,2020/R/WW/2006,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,145 : Nitram,Nitram @ 290 kg/ha,,,,Fertiliser,,,,,,,,,Fertilised W Wheat with Nitram,Fertilised W Wheat with Nitram
https://rothamstedfarm.farmos.net/log/1026,2020-05-13 00:00:00,Fertilised W Wheat with Nitram: OSIER WW/2011,OSIER,2020/R/WW/2011,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,145 : Nitram,Nitram @ 290 kg/ha,,,,Fertiliser,,,,,,,,,Fertilised W Wheat with Nitram,Fertilised W Wheat with Nitram
https://rothamstedfarm.farmos.net/log/1027,2020-05-18 00:00:00,Fertilised Camelina with Nitram: PASTURES CM/2053,PASTURES,2020/R/CM/2053,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,145 : Nitram,Nitram @ 290 kg/ha,,,,Fertiliser,,,,,,,,,Fertilised Camelina with Nitram,Fertilised Camelina with Nitram
https://rothamstedfarm.farmos.net/log/1028,2020-05-15 00:00:00,Fertilised W Wheat with Doubletop: SAWYERS 1 CS/10,SAWYERS 1,2020/R/CS/10,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,220 : DoubleTop,DoubleTop @ 296 kg/ha,,,,Fertiliser,,,,,,,,,Fertilised W Wheat with Doubletop,Fertilised W Wheat with Doubletop
https://rothamstedfarm.farmos.net/log/1029,2019-09-19 00:00:00,Fertillised WOSR with Nitram : SAWYERS 1 CS/715,SAWYERS 1,2020/R/CS/715,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,145 : Nitram,Nitram @ 87 kg/ha,,,,Fertiliser,,,,,,,,,Fertillised WOSR with Nitram.  North end only,Fertillised WOSR with Nitram ; Notes: North end only
https://rothamstedfarm.farmos.net/log/1030,2020-03-19 00:00:00,Fertilised with MOP: SAWYERS 1 CS/715,SAWYERS 1,CS-715 Oat plots;CS-715 Oat surrounds;CS-715 Wheat Plots;CS-715 Wheat Surrounds,JD6930;Cascade Spreader,Excel upload;Fertiliser Application,,376 : MOP,MOP @ 350 kg/ha,,,,Fertiliser,,,,,,,,,Fertilised with MOP.  Application of K requested by Andrew Riche - applied to whole of CS/715 area (plots and surrounding discard areas),Fertilised with MOP; Notes: Application of K requested by Andrew Riche - applied to whole of CS/715 area (plots and surrounding discard areas)
https://rothamstedfarm.farmos.net/log/1031,2020-05-21 00:00:00,Fertilised Spring Wheat with Doubletop : SAWYERS 1 CS/715,SAWYERS 1,CS-715 Wheat Plots,JD6930;Cascade Spreader,Excel upload;Fertiliser Application,,220 : DoubleTop,DoubleTop @ 150 kg/ha,,,,Fertiliser,,,,,,,,,Fertilised Spring Wheat with Doubletop,Fertilised Spring Wheat with Doubletop
https://rothamstedfarm.farmos.net/log/1032,2020-05-21 00:00:00,Fertilised Spring Oats with Doubletop : SAWYERS 1 CS/715,SAWYERS 1,CS-715 Oat plots,JD6930;Cascade Spreader,Excel upload;Fertiliser Application,,220 : DoubleTop,DoubleTop @ 125 kg/ha,,,,Fertiliser,,,,,,,,,Fertilised Spring Oats with Doubletop,Fertilised Spring Oats with Doubletop
https://rothamstedfarm.farmos.net/log/1033,2020-03-17 00:00:00,Fertilised W Wheat with Nitram: FOSTERS CS/738,FOSTERS,2020/R/CS/738,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,145 : Nitram,Nitram @ 232 kg/ha,,,,Fertiliser,,,,,,,,,Fertilised W Wheat with Nitram.  Nitram applied as plan - zero N plots covered with sheets by sponsor,Fertilised W Wheat with Nitram; Notes: Nitram applied as plan - zero N plots covered with sheets by sponsor
https://rothamstedfarm.farmos.net/log/1034,2020-03-13 00:00:00,Double Top fertiliser applied to whole experiment: NEW ZEALAND CS/760,NEW ZEALAND,2020/R/CS/760,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,220 : DoubleTop,DoubleTop @ 148 kg/ha,,,,Fertiliser,,,,,,,,,Double Top fertiliser applied to whole experiment,Double Top fertiliser applied to whole experiment
https://rothamstedfarm.farmos.net/log/1035,2020-04-22 00:00:00,Fertilised experiment with Nitram : NEW ZEALAND CS/760,NEW ZEALAND,2020/R/CS/760,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,145 : Nitram,Nitram @ 348 kg/ha,,,,Fertiliser,,,,,,,,,Fertilised experiment with Nitram.  Applied to CS/760 only,Fertilised experiment with Nitram ; Notes: Applied to CS/760 only
https://rothamstedfarm.farmos.net/log/1036,2020-05-11 00:00:00,Fertilised W Wheat & W Barley with Nitram : NEW ZEALAND CS/760,NEW ZEALAND,2020/R/CS/760,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,145 : Nitram,Nitram @ 174 kg/ha,,,,Fertiliser,,,,,,,,,Fertilised W Wheat and W Barley with Nitram.  Applied to CS/760 and surrounds,Fertilised W Wheat and W Barley with Nitram ; Notes: Applied to CS/760 and surrounds
https://rothamstedfarm.farmos.net/log/1037,2020-03-13 00:00:00,Double Top fertiliser applied to whole experiment: LONG HOOS 5 CS/773,LONG HOOS 5,2020/R/CS/773,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,220 : DoubleTop,DoubleTop @ 148 kg/ha,,,,Fertiliser,,,,,,,,,Double Top fertiliser applied to whole experiment,Double Top fertiliser applied to whole experiment
https://rothamstedfarm.farmos.net/log/1038,2020-04-22 00:00:00,Fertilised experiment with Nitram : LONG HOOS 5 CS/773,LONG HOOS 5,2020/R/CS/773,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,145 : Nitram,Nitram @ 348 kg/ha,,,,Fertiliser,,,,,,,,,Fertilised experiment with Nitram,Fertilised experiment with Nitram
https://rothamstedfarm.farmos.net/log/1039,2020-05-11 00:00:00,Fertilised W Wheat & W Barley with Nitram : LONG HOOS 5 CS/773,LONG HOOS 5,2020/R/CS/773,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,145 : Nitram,Nitram @ 174 kg/ha,,,,Fertiliser,,,,,,,,,Fertilised W Wheat and W Barley with Nitram.  Applied to CS/773 only,Fertilised W Wheat and W Barley with Nitram ; Notes: Applied to CS/773 only
https://rothamstedfarm.farmos.net/log/1040,2020-03-13 00:00:00,Double Top fertiliser applied to whole experiment: LONG HOOS 4 CS/778,LONG HOOS 4,2020/R/CS/778,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,220 : DoubleTop,DoubleTop @ 148 kg/ha,,,,Fertiliser,,,,,,,,,Double Top fertiliser applied to whole experiment,Double Top fertiliser applied to whole experiment
https://rothamstedfarm.farmos.net/log/1041,2020-04-22 00:00:00,Fertilised experiment with Nitram : LONG HOOS 4 CS/778,LONG HOOS 4,2020/R/CS/778,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,145 : Nitram,Nitram @ 348 kg/ha,,,,Fertiliser,,,,,,,,,Fertilised experiment with Nitram,Fertilised experiment with Nitram
https://rothamstedfarm.farmos.net/log/1042,2020-05-11 00:00:00,Fertilised W Wheat & W Barley with Nitram : LONG HOOS 4 CS/778,LONG HOOS 4,2020/R/CS/778,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,145 : Nitram,Nitram @ 174 kg/ha,,,,Fertiliser,,,,,,,,,Fertilised W Wheat and W Barley with Nitram.  Applied to CS/778 only,Fertilised W Wheat and W Barley with Nitram ; Notes: Applied to CS/778 only
https://rothamstedfarm.farmos.net/log/1043,2020-05-15 00:00:00,Fertilised Sp Wheat  with Doubletop: HIGHFIELD CS/767,GEESCROFT,2020/R/CS/767,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,220 : DoubleTop,DoubleTop @ 222 kg/ha,,,,Fertiliser,,,,,,,,,Fertilised Sp Wheat  with Doubletop,Fertilised Sp Wheat  with Doubletop
https://rothamstedfarm.farmos.net/log/1044,2020-03-13 00:00:00,Double Top fertiliser applied to whole experiment: LONG HOOS 6/7 CS/789,LONG HOOS 6/7,2020/R/CS/789,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,220 : DoubleTop,DoubleTop @ 148 kg/ha,,,,Fertiliser,,,,,,,,,Double Top fertiliser applied to whole experiment,Double Top fertiliser applied to whole experiment
https://rothamstedfarm.farmos.net/log/1045,2020-04-22 00:00:00,Fertilised experiment with Nitram : LONG HOOS 6/7 CS/789,LONG HOOS 6/7,2020/R/CS/789,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,145 : Nitram,Nitram @ 348 kg/ha,,,,Fertiliser,,,,,,,,,Fertilised experiment with Nitram,Fertilised experiment with Nitram
https://rothamstedfarm.farmos.net/log/1046,2020-05-11 00:00:00,Fertilised W Wheat & W Barley with Nitram : LONG HOOS 6/7 CS/789,LONG HOOS 6/7,2020/R/CS/789,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,145 : Nitram,Nitram @ 174 kg/ha,,,,Fertiliser,,,,,,,,,Fertilised W Wheat and W Barley with Nitram.  Applied to CS/789 only,Fertilised W Wheat and W Barley with Nitram ; Notes: Applied to CS/789 only
https://rothamstedfarm.farmos.net/log/1047,2019-09-18 00:00:00,Fertillised stubble with TSP: HOOS FIELD EX/4,HOOS FIELD,2020/R/EX/4,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,149 : TSP,TSP @ 75 kg/ha,,,,Fertiliser,,,,,,,,,Fertillised stubble with TSP.  Treatment applications detailed on plan,Fertillised stubble with TSP; Notes: Treatment applications detailed on plan
https://rothamstedfarm.farmos.net/log/1048,2019-09-18 00:00:00,Fertillised stubble with MOP: HOOS FIELD EX/4,HOOS FIELD,2020/R/EX/4,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,376 : MOP,MOP @ 125 kg/ha,,,,Fertiliser,,,,,,,,,Fertillised stubble with MOP.  Treatment applications detailed on plan,Fertillised stubble with MOP; Notes: Treatment applications detailed on plan
https://rothamstedfarm.farmos.net/log/1049,2019-09-18 00:00:00,Fertillised stubble with MOP: HOOS FIELD EX/4,HOOS FIELD,2020/R/EX/4,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,376 : MOP,MOP @ 250 kg/ha,,,,Fertiliser,,,,,,,,,Fertillised stubble with MOP.  Treatment applications detailed on plan,Fertillised stubble with MOP; Notes: Treatment applications detailed on plan
https://rothamstedfarm.farmos.net/log/1050,2020-05-20 00:00:00,Fertilised Sp Wheat with Sulphate of Amonia : HOOS FIELD EX/4,HOOS FIELD,2020/R/EX/4,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,380 : Sulphate of Ammonia,Sulphate of Ammonia @ 238 kg/ha,,,,Fertiliser,,,,,,,,,Fertilised Sp Wheat with Sulphate of Amonia,Fertilised Sp Wheat with Sulphate of Amonia
https://rothamstedfarm.farmos.net/log/1051,2020-03-12 00:00:00,Fertillised with TSP: PARKGRASS PG/5,PARKGRASS,2020/R/PG/5,By Hand ,Fertiliser Application;Excel upload,,149 : TSP,TSP @ 83 kg/ha,,,,Fertiliser,,,,,,,,,"Fertillised with TSP.  Spread by hand to plots 11/2, 11/1, 10, 9/2, 20.","Fertillised with TSP; Notes: Spread by hand to plots 11/2, 11/1, 10, 9/2, 20."
https://rothamstedfarm.farmos.net/log/1052,2020-03-12 00:00:00,Fertillised with TSP: PARKGRASS PG/5,PARKGRASS,2020/R/PG/5,JD5070;Nordsten 3m fertiliser box,Fertiliser Application;Excel upload,,149 : TSP,TSP @ 83 kg/ha,,,,Fertiliser,,,,,,,,,"Fertillised with TSP.  Applied to plots 9/1, 8, 7/2, 6, 4/2, 4/1, 14/2, 14/1, 15, 16.","Fertillised with TSP; Notes: Applied to plots 9/1, 8, 7/2, 6, 4/2, 4/1, 14/2, 14/1, 15, 16."
https://rothamstedfarm.farmos.net/log/1053,2020-04-14 00:00:00,Spring N Application : PARKGRASS PG/5,PARKGRASS,2020/R/PG/5,JD5070;Exactomatic,Fertiliser Application;Excel upload,,380 : Sulphate of Ammonia,Sulphate of Ammonia,,,,Fertiliser,,,,,,,,,Spring N Application.  see plan,Spring N Application ; Notes: see plan
https://rothamstedfarm.farmos.net/log/1054,2020-04-15 00:00:00,Spring N Application : PARKGRASS PG/5,PARKGRASS,2020/R/PG/5,JD5070;Exactomatic,Fertiliser Application;Excel upload,,574 : Sodium Nitrate,Sodium Nitrate,,,,Fertiliser,,,,,,,,,Spring N Application.  see plan,Spring N Application ; Notes: see plan
https://rothamstedfarm.farmos.net/log/1055,2020-04-16 00:00:00,Powders Applied : PARKGRASS PG/5,PARKGRASS,2020/R/PG/5,,Fertiliser Application;Excel upload,,,,,,,Fertiliser,,,,,,,,,Powders Applied.  See plan. Sulphate of potash applied to plot 01 at 271 Kg/ha by mistake,Powders Applied ; Notes: See plan. Sulphate of potash applied to plot 01 at 271 Kg/ha by mistake
https://rothamstedfarm.farmos.net/log/1056,2020-04-17 00:00:00,Powders Applied : PARKGRASS PG/5,PARKGRASS,2020/R/PG/5,,Fertiliser Application;Excel upload,,,,,,,Fertiliser,,,,,,,,,Powders Applied.  see plan,Powders Applied ; Notes: see plan
https://rothamstedfarm.farmos.net/log/1057,2019-08-29 00:00:00,Fertillised WOSR with Nitram : WHITEHORSE 2 RAW/2028,GREAT FIELD 1/2,2020/R/RAW/2028,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,145 : Nitram,Nitram @ 87 kg/ha,,,,Fertiliser,,,,,,,,,Fertillised WOSR with Nitram.  Experiment plots and commercial surrounds,Fertillised WOSR with Nitram ; Notes: Experiment plots and commercial surrounds
https://rothamstedfarm.farmos.net/log/1058,2020-02-26 00:00:00,Fertillised WOSR with Doubletop: GREAT FIELD 1/2 RAW/2028,GREAT FIELD 1/2,2020/R/RAW/2028,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,220 : DoubleTop,DoubleTop @ 296 kg/ha,,,,Fertiliser,,,,,,,,,Fertillised WOSR with Doubletop,Fertillised WOSR with Doubletop
https://rothamstedfarm.farmos.net/log/1059,2020-03-18 00:00:00,Fertilised WOSR with Nitram : GREAT FIELD 1/2 RAW/2028,GREAT FIELD 1/2,2020/R/RAW/2028,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,145 : Nitram,Nitram @ 195 kg/ha,,,,Fertiliser,,,,,,,,,Fertilised WOSR with Nitram,Fertilised WOSR with Nitram
https://rothamstedfarm.farmos.net/log/1060,2020-02-26 00:00:00,Fertillised WOSR with Doubletop: GREAT FIELD 1/2 RAW/2037,GREAT FIELD 1/2,2020/R/RAW/2037,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,220 : DoubleTop,DoubleTop @ 296 kg/ha,,,,Fertiliser,,,,,,,,,Fertillised WOSR with Doubletop,Fertillised WOSR with Doubletop
https://rothamstedfarm.farmos.net/log/1061,2020-03-18 00:00:00,Fertilised WOSR with Nitram : GREAT FIELD 1/2 RAW/2037,GREAT FIELD 1/2,2020/R/RAW/2037,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,145 : Nitram,Nitram @ 195 kg/ha,,,,Fertiliser,,,,,,,,,Fertilised WOSR with Nitram,Fertilised WOSR with Nitram
https://rothamstedfarm.farmos.net/log/1062,2020-05-14 00:00:00,Fertilised W Wheat with Nitram : DRAPERS RS/2003,DRAPERS,2020/R/RS/2003,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,145 : Nitram,Nitram @ 261 kg/ha,,,,Fertiliser,,,,,,,,,Fertilised W Wheat with Nitram.  RS/2003 W Wheat only,Fertilised W Wheat with Nitram ; Notes: RS/2003 W Wheat only
https://rothamstedfarm.farmos.net/log/1063,2020-05-19 00:00:00,Fertilised W Wheat with Nitram : HOOS FIELD WF/3,HOOS FIELD,2020/R/WF/3,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,145 : Nitram,Nitram @ 146 kg/ha,,,,Fertiliser,,,,,,,,,Fertilised W Wheat with Nitram,Fertilised W Wheat with Nitram
https://rothamstedfarm.farmos.net/log/1064,2020-03-16 00:00:00,Fertilised W Wheat with Doubletop: BYLANDS WW/2014,BYLANDS,2020/R/WW/2014,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,220 : DoubleTop,DoubleTop @ 185 kg/ha,,,,Fertiliser,,,,,,,,,Fertilised W Wheat with Doubletop.  OandE,Fertilised W Wheat with Doubletop; Notes: OandE
https://rothamstedfarm.farmos.net/log/1065,2020-05-13 00:00:00,Fertilised W Wheat with Nitram : BYLANDS WW/2014,BYLANDS,2020/R/WW/2014,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,145 : Nitram,Nitram @ 145 kg/ha,,,,Fertiliser,,,,,,,,,Fertilised W Wheat with Nitram.  Treatments,Fertilised W Wheat with Nitram ; Notes: Treatments
https://rothamstedfarm.farmos.net/log/1066,2020-05-13 00:00:00,Fertilised W Wheat with Nitram : BYLANDS WW/2014,BYLANDS,2020/R/WW/2014,JD6930;Cascade Spreader,Excel upload;Fertiliser Application,,145 : Nitram,Nitram @ 725 kg/ha,,,,Fertiliser,,,,,,,,,Fertilised W Wheat with Nitram.  Treatments,Fertilised W Wheat with Nitram ; Notes: Treatments
https://rothamstedfarm.farmos.net/log/1067,2020-05-13 00:00:00,Fertilised W Wheat with Nitram : BYLANDS WW/2014,BYLANDS,2020/R/WW/2014,JD6930;Cascade Spreader,Excel upload;Fertiliser Application,,145 : Nitram,Nitram @ 290 kg/ha,,,,Fertiliser,,,,,,,,,Fertilised W Wheat with Nitram.  Treatments,Fertilised W Wheat with Nitram ; Notes: Treatments
https://rothamstedfarm.farmos.net/log/1068,2020-03-16 00:00:00,Fertilised W Wheat with Doubletop: MEADOW WW/2015,MEADOW,2020/R/WW/2015,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,220 : DoubleTop,DoubleTop @ 185 kg/ha,,,,Fertiliser,,,,,,,,,Fertilised W Wheat with Doubletop.  OandE,Fertilised W Wheat with Doubletop; Notes: OandE
https://rothamstedfarm.farmos.net/log/1069,2020-05-14 00:00:00,Fertilised W Wheat with Nitram: MEADOW WW/2015,MEADOW,2020/R/WW/2015,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,145 : Nitram,Nitram @ 290 kg/ha,,,,Fertiliser,,,,,,,,,"Fertilised W Wheat with Nitram.  Should have been treatments, 290 basal applied by mistake","Fertilised W Wheat with Nitram; Notes: Should have been treatments, 290 basal applied by mistake"
https://rothamstedfarm.farmos.net/log/1070,2020-04-21 00:00:00,Fertilised W Wheat with Doubletop: MEADOW WW/2016,MEADOW,2020/R/WW/2016,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,220 : DoubleTop,DoubleTop @ 237 kg/ha,,,,Fertiliser,,,,,,,,,Fertilised W Wheat with Doubletop,Fertilised W Wheat with Doubletop
https://rothamstedfarm.farmos.net/log/1071,2020-05-14 00:00:00,Fertilised W Wheat with Nitram : MEADOW WW/2016,MEADOW,2020/R/WW/2016,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,145 : Nitram,Nitram @ 319 kg/ha,,,,Fertiliser,,,,,,,,,Fertilised W Wheat with Nitram.  Treatments application - see plan,Fertilised W Wheat with Nitram ; Notes: Treatments application - see plan
https://rothamstedfarm.farmos.net/log/1072,2020-05-13 00:00:00,Fertilised W Wheat with Nitram: OSIER WW/2017,OSIER,2020/R/WW/2017,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,145 : Nitram,Nitram @ 290 kg/ha,,,,Fertiliser,,,,,,,,,Fertilised W Wheat with Nitram,Fertilised W Wheat with Nitram
https://rothamstedfarm.farmos.net/log/1073,2020-03-16 00:00:00,Fertilised W Wheat with Doubletop: MEADOW WW/2018,MEADOW,2020/R/WW/2018,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,220 : DoubleTop,DoubleTop @ 185 kg/ha,,,,Fertiliser,,,,,,,,,Fertilised W Wheat with Doubletop.  OandE,Fertilised W Wheat with Doubletop; Notes: OandE
https://rothamstedfarm.farmos.net/log/1074,2020-05-14 00:00:00,Fertilised W Wheat with Nitram: MEADOW WW/2018,MEADOW,2020/R/WW/2018,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,145 : Nitram,Nitram @ 290 kg/ha,,,,Fertiliser,,,,,,,,,Fertilised W Wheat with Nitram,Fertilised W Wheat with Nitram
https://rothamstedfarm.farmos.net/log/1075,2020-03-16 00:00:00,Fertilised W Wheat with Doubletop: LONG HOOS 1/2 + 3 WW/2019,LONG HOOS 1/2 + 3,2020/R/WW/2019,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,220 : DoubleTop,DoubleTop @ 185 kg/ha,,,,Fertiliser,,,,,,,,,Fertilised W Wheat with Doubletop,Fertilised W Wheat with Doubletop
https://rothamstedfarm.farmos.net/log/1076,2020-05-11 00:00:00,Fertilised W Wheat with Nitram : LONG HOOS 1/2 + 3 WW/2019,LONG HOOS 1/2 + 3,2020/R/WW/2019,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,145 : Nitram,Nitram @ 290 kg/ha,,,,Fertiliser,,,,,,,,,Fertilised W Wheat with Nitram,Fertilised W Wheat with Nitram
https://rothamstedfarm.farmos.net/log/1077,2020-03-16 00:00:00,Fertilised W Wheat with Doubletop: LONG HOOS 1/2 + 3 WW/2022,LONG HOOS 1/2 + 3,2020/R/WW/2022,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,220 : DoubleTop,DoubleTop @ 185 kg/ha,,,,Fertiliser,,,,,,,,,Fertilised W Wheat with Doubletop,Fertilised W Wheat with Doubletop
https://rothamstedfarm.farmos.net/log/1078,2020-05-11 00:00:00,Fertilised W Wheat with Nitram : LONG HOOS 1/2 + 3 WW/2022,LONG HOOS 1/2 + 3,2020/R/WW/2022,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,145 : Nitram,Nitram @ 290 kg/ha,,,,Fertiliser,,,,,,,,,Fertilised W Wheat with Nitram,Fertilised W Wheat with Nitram
https://rothamstedfarm.farmos.net/log/1079,2020-05-13 00:00:00,Fertilised W Wheat with Nitram: OSIER WW/2026,OSIER,2020/R/WW/2026,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,145 : Nitram,Nitram @ 290 kg/ha,,,,Fertiliser,,,,,,,,,Fertilised W Wheat with Nitram,Fertilised W Wheat with Nitram
https://rothamstedfarm.farmos.net/log/1080,2020-03-16 00:00:00,Fertilised W Wheat with Doubletop: MEADOW WW/2029,MEADOW,2020/R/WW/2029,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,220 : DoubleTop,DoubleTop @ 185 kg/ha,,,,Fertiliser,,,,,,,,,Fertilised W Wheat with Doubletop.  OandE,Fertilised W Wheat with Doubletop; Notes: OandE
https://rothamstedfarm.farmos.net/log/1081,2020-05-14 00:00:00,Fertilised W Wheat with Nitram: MEADOW WW/2029,MEADOW,2020/R/WW/2029,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,145 : Nitram,Nitram @ 290 kg/ha,,,,Fertiliser,,,,,,,,,Fertilised W Wheat with Nitram,Fertilised W Wheat with Nitram
https://rothamstedfarm.farmos.net/log/1082,2020-05-13 00:00:00,Fertilised W Wheat with Nitram: OSIER WW/2030,OSIER,2020/R/WW/2030,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,145 : Nitram,Nitram @ 290 kg/ha,,,,Fertiliser,,,,,,,,,Fertilised W Wheat with Nitram,Fertilised W Wheat with Nitram
https://rothamstedfarm.farmos.net/log/1083,2020-05-13 00:00:00,Fertilised W Wheat with Nitram: OSIER WW/2031+2034,OSIER,2020/R/WW/2031+2034,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,145 : Nitram,Nitram @ 290 kg/ha,,,,Fertiliser,,,,,,,,,Fertilised W Wheat with Nitram,Fertilised W Wheat with Nitram
https://rothamstedfarm.farmos.net/log/1084,2020-03-16 00:00:00,Fertilised W Wheat with Doubletop: MEADOW WW/2032,MEADOW,2020/R/WW/2032,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,220 : DoubleTop,DoubleTop @ 185 kg/ha,,,,Fertiliser,,,,,,,,,Fertilised W Wheat with Doubletop.  OandE,Fertilised W Wheat with Doubletop; Notes: OandE
https://rothamstedfarm.farmos.net/log/1085,2020-05-14 00:00:00,Fertilised W Wheat with Nitram: MEADOW WW/2032,MEADOW,2020/R/WW/2032,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,145 : Nitram,Nitram @ 290 kg/ha,,,,Fertiliser,,,,,,,,,Fertilised W Wheat with Nitram,Fertilised W Wheat with Nitram
https://rothamstedfarm.farmos.net/log/1086,2020-05-13 00:00:00,Fertilised W Wheat with Nitram: OSIER WW/2035+2046,OSIER,2020/R/WW/2035+2046,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,145 : Nitram,Nitram @ 290 kg/ha,,,,Fertiliser,,,,,,,,,Fertilised W Wheat with Nitram,Fertilised W Wheat with Nitram
https://rothamstedfarm.farmos.net/log/1087,2020-05-13 00:00:00,Fertilised W Wheat with Nitram: OSIER WW/2039,OSIER,2020/R/WW/2039,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,145 : Nitram,Nitram @ 290 kg/ha,,,,Fertiliser,,,,,,,,,Fertilised W Wheat with Nitram,Fertilised W Wheat with Nitram
https://rothamstedfarm.farmos.net/log/1088,2020-05-13 00:00:00,Fertilised W Wheat with Nitram: OSIER WW/2042,OSIER,2020/R/WW/2042,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,145 : Nitram,Nitram @ 290 kg/ha,,,,Fertiliser,,,,,,,,,Fertilised W Wheat with Nitram,Fertilised W Wheat with Nitram
https://rothamstedfarm.farmos.net/log/1089,2020-05-13 00:00:00,Fertilised W Wheat with Nitram: OSIER WW/2045,OSIER,2020/R/WW/2045,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,145 : Nitram,Nitram @ 290 kg/ha,,,,Fertiliser,,,,,,,,,Fertilised W Wheat with Nitram.  Treatments application - see plan,Fertilised W Wheat with Nitram; Notes: Treatments application - see plan
https://rothamstedfarm.farmos.net/log/1090,2020-05-15 00:00:00,Fertilised Sp Oats with Doubletop : 2020/R/RN/1 Oats 2020/R/RN/1 Oats,HIGHFIELD LEY ARABLES,2020/R/RN/1 Oats,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,220 : DoubleTop,DoubleTop @ 148 kg/ha,,,,Fertiliser,,,,,,,,,Fertilised Sp Oats with Doubletop,Fertilised Sp Oats with Doubletop
https://rothamstedfarm.farmos.net/log/1091,2020-05-15 00:00:00,Fertilised Sp Wheat  with Doubletop: 2020/R/RN/1 Wheat 2020/R/RN/1 Wheat,HIGHFIELD LEY ARABLES,2020/R/RN/1 Wheat,JD6930;Cascade Spreader,Fertiliser Application;Excel upload,,220 : DoubleTop,DoubleTop @ 222 kg/ha,,,,Fertiliser,,,,,,,,,Fertilised Sp Wheat  with Doubletop,Fertilised Sp Wheat  with Doubletop
https://rothamstedfarm.farmos.net/log/1092,2020-03-11 00:00:00,"Fertillised W Wheat with Nitram, Doubletop, TSP, MOP - treatment rates: Stackyard Woburn WW/2001",Stackyard Woburn,2020/W/WW/2001,By Hand ,Fertiliser Application;Excel upload,,145 : Nitram;220 : DoubleTop;149 : TSP;376 : MOP,Nitram;DoubleTop;TSP;MOP,,,,Fertiliser,,,,,,,,,"Fertillised W Wheat with Nitram, Doubletop, TSP, MOP - treatment rates.  Rate see plan. Split 1 - N+P+K applied by hand","Fertillised W Wheat with Nitram, Doubletop, TSP, MOP - treatment rates; Notes: Rate see plan. Split 1 - N+P+K applied by hand"
